Type	Local Number	Message	Field 1	Value 1	Units 1	Field 2	Value 2	Units 2	Field 3	Value 3	Units 3	Field 4	Value 4	Units 4	Field 5	Value 5	Units 5	Field 6	Value 6	Units 6	Field 7	Value 7	Units 7	Field 8	Value 8	Units 8	Field 9	Value 9	Units 9	Field 10	Value 10	Units 10	Field 11	Value 11	Units 11	Field 12	Value 12	Units 12	Field 13	Value 13	Units 13	Field 14	Value 14	Units 14	Field 15	Value 15	Units 15	Field 16	Value 16	Units 16	Field 17	Value 17	Units 17	Field 18	Value 18	Units 18
Data	0	record	timestamp	1068984029	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984030	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	128	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984031	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984032	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984033	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	128	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984034	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	128	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984035	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	128	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984036	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984037	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984038	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984039	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	128	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984040	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984041	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984042	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984043	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984044	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984045	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984046	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984047	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984048	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984049	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984050	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984051	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984052	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984053	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984054	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984055	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	130	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984056	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984057	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984058	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984059	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984060	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	129	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984061	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984062	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984063	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	126	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984064	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984065	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984066	s	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	127	bpm	enhanced_speed	0.546	m/s																																				
Data	0	record	timestamp	1068984067	s	distance	1825	m	speed	0.546	m/s	activity_type	5		cadence	29	rpm	heart_rate	126	bpm	enhanced_speed	0.546	m/s																																	
Data	0	record	timestamp	1068984068	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	126	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984069	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	126	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984070	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	127	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984071	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	127	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984072	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	127	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984073	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	128	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984074	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984075	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984076	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984077	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984078	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984079	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984080	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984081	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984082	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984083	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984084	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984085	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984086	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984087	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984088	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984089	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984090	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984091	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984092	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984093	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984094	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984095	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984096	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984097	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	133	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984098	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	134	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984099	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984100	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984101	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984102	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984103	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984104	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984105	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984106	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984107	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984108	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	136	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984109	s	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.577	m/s																																				
Data	0	record	timestamp	1068984110	s	distance	1850	m	speed	0.577	m/s	activity_type	5		cadence	28	rpm	heart_rate	135	bpm	enhanced_speed	0.577	m/s																																	
Data	0	record	timestamp	1068984111	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984112	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	134	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984113	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	134	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984114	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	134	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984115	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984116	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984117	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984118	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984119	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984120	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984121	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984122	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984123	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984124	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984125	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984126	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984127	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984128	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984129	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984130	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984131	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984132	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984133	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984134	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984135	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984136	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984137	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984138	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984139	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984140	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984141	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984142	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984143	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984144	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984145	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984146	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984147	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	136	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984148	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984149	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984150	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984151	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	135	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984152	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	134	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984153	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	134	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984154	s	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	133	bpm	enhanced_speed	0.553	m/s																																				
Data	0	record	timestamp	1068984155	s	distance	1875	m	speed	0.553	m/s	activity_type	5		cadence	27	rpm	heart_rate	133	bpm	enhanced_speed	0.553	m/s																																	
Data	0	record	timestamp	1068984156	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	133	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984157	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	133	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984158	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	134	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984159	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	134	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984160	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	135	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984161	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	135	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984162	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984163	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984164	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984165	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984166	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984167	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984168	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	136	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984169	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	137	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984170	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	138	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984171	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	139	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984172	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	140	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984173	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	140	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984174	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984175	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984176	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984177	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984178	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984179	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984180	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984181	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984182	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984183	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984184	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	143	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984185	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	143	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984186	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	143	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984187	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	143	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984188	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984189	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984190	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	143	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984191	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984192	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984193	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984194	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984195	s	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																				
Data	0	record	timestamp	1068984196	s	distance	1900	m	speed	0.615	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.615	m/s																																	
Data	0	record	timestamp	1068984197	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.565	m/s																																				
Data	0	record	timestamp	1068984198	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.565	m/s																																				
Data	0	record	timestamp	1068984199	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.565	m/s																																				
Data	0	record	timestamp	1068984200	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.565	m/s																																				
Data	0	record	timestamp	1068984201	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.565	m/s																																				
Data	0	record	timestamp	1068984202	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	142	bpm	enhanced_speed	0.565	m/s																																				
Data	0	record	timestamp	1068984203	s	speed	0.565	m/s	activity_type	5		cadence	30	rpm	heart_rate	141	bpm	enhanced_speed	0.565	m/s																																				
